Playlist,Title,Views,Likes,Duration,VideoID,URL,PlaylistURL,transcript
Dad Wisdoms,How Reading Books Changed My Life Forever,9884,,00:01:16,kQV33YUGRao,https://www.youtube.com/watch?v=kQV33YUGRao,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة
الأربعاء، وحكمة اليوم تأتي من
الدكتور سوس، وهو يقول كلما
قرأت أكثر، ستعرف المزيد من الأشياء، كلما
تعلمت المزيد من الأماكن التي
ستذهب إليها، من
المحرج بعض الشيء مشاركة
هذا معك ولكنك تعلم  عندما كنت
أصغر سنًا، لم أستمتع حقًا بالقراءة في
المدرسة، كنت رياضيًا، لذلك كان من الرائع
التعامل مع الواجبات المدرسية على أنها مخصصة للمهووسين،
لذا تمكنت من التخرج دون أن
أتعلم الكثير يا فتى، لقد خدعت
أساتذتي حقًا، أليس كذلك؟  تبين أن
النكتة كانت في الواقع عليّ، لقد كنت
الأحمق، ولحسن الحظ أنني استيقظت من غبائي
ونمت حب القراءة
والرغبة في تعلم أشياء جديدة، لولا ذلك
لكانت قناتي
محدودة للغاية لأنني كنت سأفعل ذلك حقًا.  ليس لدي
الكثير لأشاركه معك،
آمل أن تتمكن من التعلم من
أخطائي، أريد أن أشجعك على أن
تصبح قارئًا نهمًا ومتعلمًا مدى الحياة.
بدون هذه المهارة، فإنك
تحد نفسك حقًا ولكن بها تفتح
الكثير من
الاحتمالات، أتمنى ذلك.  أتمنى لك
يومًا سعيدًا وبارك الله فيك"
Dad Wisdoms,The Best Money Books You NEED to Read,4677,,00:00:58,8rSsYUVA_lY,https://www.youtube.com/watch?v=8rSsYUVA_lY,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنه المال يوم الإثنين، لدي
توصية بكتاب آخر لكم، وهو
كتاب قرأته بعد أن أوصى به ابني
لي، وأعتقد أنه سيكون
مصدرًا قيمًا بينما تعملون على تحسين
حياتكم المالية حتى لا تكون
أموالكم المعتادة  كتاب ولكنه يدور حول
كيفية تفكيرنا في المال، فأنت تعلم أن المال
يمكن أن يفعل بعض الأشياء الغريبة للناس، لذا
علينا أن نبقيه دائمًا في منظوره الصحيح.
أعتقد أن هذا الكتاب سهل
القراءة وسيمنحك فهمًا متوازنًا جيدًا
للمال.  يطلق عليه مورغان هاوسل علم نفس
المال،
كما أنني لم أنشر
باستمرار لأنني لكي أكون شفافًا
معك، فقد كان موسمًا صعبًا من
الحياة، لقد فقدت مؤخرًا ثلاثة أشخاص
قريبين مني، لذا كنت بحاجة إلى بعض المساحة
للحزن ومعالجة ما حدث.  آمل الآن أن
أعود إلى المسار الصحيح إن شاء الله، أتمنى أن
تقضي أسبوعًا رائعًا وبارك الله فيك"
Dad Wisdoms,What Kind of Friend are You? #shorts,6542,,00:00:55,IpoZtWE7ivU,https://www.youtube.com/watch?v=IpoZtWE7ivU,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة
الأربعاء، وحكمة اليوم تأتي من
موقف سيأتي حتمًا
في مرحلة ما من
حياتك، لنفترض أنك في حفلة وتناولت الطعام
للتو وكان صديقك لديه
سبانخ في أسنانه دون قصد،
كيف ستتعامل معه؟  هل
ستتجاهل ذلك مما قد يزيد من
إحراجه وهو يتجول
والسبانخ في أسنانه أم هل ستسخر
منه وتحرجه من خلال
الإشارة إلى ذلك للجميع
أم هل ستسحبه جانبًا وتخبره
بتكتم أنه قد فعل ذلك؟
شيء في
أسنانه، كيف تريد أن تعامل
إذا كان لديك شيء في
أسنانك، كما تعلم، يصبح الجواب
واضحًا جدًا عندما نتذكر أن نعامل الآخرين
بالطريقة التي نريد أن
نعامل بها، أتمنى لك يومًا سعيدًا
وبارك الله فيك"
Dad Wisdoms,Thank You! 🙏🏻,8210,,00:00:53,gFV_Mjb9G-o,https://www.youtube.com/watch?v=gFV_Mjb9G-o,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنه يوم جمعة سعيد ونحن نتجه
إلى عطلة نهاية الأسبوع لعيد الأب، أردت أن
أشكركم جميعًا على تواجدكم هنا
وتشجيعكم ودعمي، شكرًا لكم
على أمنيات عيد الميلاد
ورسائل عيد الأب، تعليقاتكم القلبية الطيبة
تعني الكثير بالنسبة لي في المقابل.
أتمنى أن تشعر بالحب والرؤية، أردت أن
أشارك هذه البطاقة المصنوعة يدويًا والتي تلقيتها
من ماشا، والتي تقول عيد أب سعيد يا
أبي، أنت جوهرة وقد وضعت جوهرة
هناك، هذا جميل يا أبي، تذكرني
بإبراهيم، والد الكثيرين، شكرًا لك.
لجلب المزيد من اللطف والنزاهة
والحكمة والرحمة للعالم أنا
فخور بك كثيرًا وأحب
ماشا وآمل أن تقضي عطلة نهاية أسبوع رائعة
وبارك الله فيك"
Dad Wisdoms,Wholesome Food For Your Mind,12291,,00:01:04,9yGCkAQzANQ,https://www.youtube.com/watch?v=9yGCkAQzANQ,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة
الأربعاء وحكمة اليوم هي اقتباس
مني، لقد قلت إننا جميعًا نتوق لتناول
وجبة صحية ولكننا نميل إلى تناول
الوجبات السريعة، كما تعلمون، فأنا أيضًا أتناول الوجبات السريعة
في بعض الأحيان بسبب الراحة ولكن
الأمر ليس كذلك  نظامي الغذائي المعتاد، أنت تعرف مدى
شعورك بالرضا بعد تناول
وجبة صحية ولذيذة يتناقض الآن مع مدى
شعورك بعدم الرضا بعد
تناول الوجبات السريعة، الأمر نفسه ينطبق
على عقولنا إذا كنا نستهلك
الوجبات السريعة الذهنية باستمرار، فلا ينبغي أن
نتفاجأ إذا  نحن لا نشعر بالرضا
بعد ذلك، فكما أنك تتحكم
في ما تغذيه جسدك، فأنت أيضًا
تتحكم في ما تغذيه عقلك،
لذا تذكر أن تغذي عقلك بأشياء مفيدة
وأشياء حقيقية وأشياء نبيلة وعادلة ونقية
تلك الجميلة الفاضلة والجديرة
بالثناء،
أتمنى لك يومًا سعيدًا
وبارك الله فيك"
Dad Wisdoms,Everything is a Miracle #shorts,5730,,00:00:53,7C5sDFAyvyY,https://www.youtube.com/watch?v=7C5sDFAyvyY,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من ألبرت
أينشتاين وهو يقول أن هناك
طريقتين فقط لتعيش حياتك إحداهما كما لو أن
لا شيء معجزة والأخرى كما
لو أن كل شيء
معجزة، خذ وقتًا اليوم للتأمل
والاندهاش  الأشياء اليومية التي غالبًا ما
نعتبرها أمرًا مفروغًا منه مثل جمال
وتنوع الزهور والنباتات من
حولنا أو نبض قلبك
واستنشاق الأكسجين دون الحاجة إلى
التفكير في الأمر بوعي أو
الفرح البسيط الذي يجلبه حيوانك الأليف
أو شروق الشمس لبدء حياة
أخرى
يوم جديد كل يوم جديد هو هدية ولهذا
يسمى
الحاضر أتمنى لك يوما سعيدا
وبارك الله فيك"
Dad Wisdoms,It’s Not the Critic that Counts,6987,,00:00:49,69svq4RzZZE,https://www.youtube.com/watch?v=69svq4RzZZE,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من
رجل تيدي روزفلت في خطاب الساحة وقد
قمت بإعادة صياغتها وتخصيصها من
أجلكم فقط، فهي تقول إنه ليس الناقد هو الذي
يهم وليس الشخص الذي يشير إلى
كيفية تعثرك أو أين يمكنك الحصول على
لقد فعلت الأشياء بشكل أفضل، الفضل
لك في تواجدك فعليًا في الساحة، كما
تعلم أنني عشت فترة كافية لأعلم أنه
بغض النظر عما تفعله، فسوف
تواجه منتقدين بصراحة، إنهم
دستة من الماس، لذلك يجلس الكثير من الناس على
على الهامش وتريد فقط توجيه أصابع الاتهام، كما
تعلم أنه يمكنك حتى توزيع الأموال
على جانب الطريق وسيظل الناس يجدون
خطأً بطريقة ما في ذلك، أريد
أن أشجعك على عدم السماح
للنقاد بمنعك من عيش
حياتك الجامحة والثمينة  أتمنى لك
يومًا سعيدًا وبارك الله فيك"
Dad Wisdoms,A Tribute to My Good Friend,18593,,00:01:18,B87J5b12R8Q,https://www.youtube.com/watch?v=B87J5b12R8Q,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة
الأربعاء، وحكمة اليوم
هي أن الغد ليس موعودًا، لذا اجعلها
نقطة لتخبر أحبائك عن مدى
حبك وتقديرك
لهم. لقد ذكرت منذ بضعة أسابيع أن
بعض الأشخاص المقربين مني كانوا
يعانون من أحد هؤلاء الأشخاص.
زميل عمل وصديق لي منذ أكثر من 30
عامًا، كان اسمه ديف
لوسون، اعتدت أن أكون مندوب مبيعات وكان ديف من
حقي، وكان دائمًا يبذل قصارى جهده
للتأكد من
الاهتمام بعملائي بشكل كبير مما ساعدني على
الوفاء بمتطلباتي.  الوعود التي قطعتها
لهم بصراحة كانت تجربتي في العمل
ستكون مختلفة تمامًا لولا
صديقي العزيز ديف
لوسون، للأسف، توفي ديف
منذ أسبوعين بعد صراعه مع
مرض السرطان الشديد خلال الشهرين الماضيين، حيث
لعبنا ياتسي وسكيبو وشاركناهما.
بعض الذكريات تذرف بعض الدموع، بل
وقضينا بعض الوقت في الصلاة
معًا، لذلك يعد هذا تذكيرًا جيدًا
لنا جميعًا بأن الحياة ليست سوى بخار
ونحن حقًا لا نعرف أبدًا مقدار الوقت
المتبقي لدينا، أتمنى لك يومًا رائعًا
وبارك الله فيك"
Dad Wisdoms,You Might Be Closer Than You Think,7943,,00:00:30,o_jxc45wmM4,https://www.youtube.com/watch?v=o_jxc45wmM4,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من بيب روز
وقال إن كل ضربة تقربني من
الجولة التالية على أرضي، كما تعلمون في كثير من
الأحيان عندما نواجه إخفاقات في
حياتنا، قد نعتقد أننا نسير على
الطريق الخطأ، وربما  حتى أن تميل إلى
الاستسلام بينما في الواقع قد نكون على بعد خطوة واحدة
من
النجاح، أتمنى لك يومًا سعيدًا
وبارك الله فيك"
Dad Wisdoms,An Inspirational Movie,7590,,00:00:46,LLCX50UJ-kY,https://www.youtube.com/watch?v=LLCX50UJ-kY,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من
فيلم ملهم حقًا شاهدته مؤخرًا
يتحدثون عن خمسة مكونات
للنجاح رقم واحد ابحث عن هدفك
رقم اثنين اعرف إلى أي مدى وصلت رقم
ثلاثة ارسم خريطة طريق رقم أربعة إذا
لم تفعل ذلك  ""لا أعرف كيف تتعلم والرقم خمسة
عندما تعتقد أنك قد نجحت في ذلك،
فربما يتعين عليك في الواقع أن تعمل بجدية أكبر. هل
تعرف ما هو الفيلم إذا
لم تكن قد شاهدته وتحتاج إلى بعض المساعدة
للحصول على التحفيز والحفاظ عليه،
فأنا سأشجعك""  لمشاهدة الفيلم
المسمى A Million Miles
Away أتمنى لك يوماً سعيداً
وبارك الله فيك"
Dad Wisdoms,Empathy: The Power of Sharing Others' Pain,9826,,00:01:12,jid0ybVxnqM,https://www.youtube.com/watch?v=jid0ybVxnqM,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، أردت فقط أن أتواصل
معكم جميعًا لفترة وجيزة، لقد تلقيت الكثير من
الرسائل والتعليقات اللطيفة من العديد
منكم فقط أريد التأكد من أنني
بخير، شكرًا لكم على ذلك، فهذا
يعني الكثير بالنسبة لي.  أنا شخصياً
بخير ولسوء الحظ، لدي عدد قليل من الأشخاص
المقربين مني الذين يمرون ببعض
الأوقات الصعبة في الوقت
الحالي، لقد قلت في كثير من الأحيان أنه بقدر ما
أكره شخصياً أن أعاني، فمن
الصعب بالنسبة لي أن أرى الأشخاص الذين أحبهم
يعانون خاصة عندما  ليس هناك
الكثير الذي يمكنني فعله لتخفيف
آلامهم، يخبرنا الكتاب المقدس أن نبكي مع
أولئك الذين يبكون، لذلك في إطار جهودي لأكون
صديقًا جيدًا، أخصص وقتًا
لتقديم دعمي ومحبتي
لهم، فهذه المواقف تسبب حقًا  علينا أن
نفكر في ما هو مهم حقًا في
الحياة، إنه تذكير لطيف لنا جميعًا
للتأكد من أننا نجعل من
السماح للناس بمعرفة مدى
حبنا لهم واهتمامنا بهم، شكرًا لك مرة أخرى
على كلمات
التشجيع اللطيفة.  أتمنى أن أعود إلى
روتيني المعتاد
قريبا إن شاء الله"
Dad Wisdoms,Priorities & Social Media,13203,,00:01:20,Yp-C7fN8CKc,https://www.youtube.com/watch?v=Yp-C7fN8CKc,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة
الأربعاء، حكمة اليوم تأتي من الخطوة
cvy ويقول إن المفتاح ليس
تحديد أولويات ما هو مدرج في جدولك الزمني ولكن
جدولة
أولوياتك، فأنا أمر
بموسم صعب الآن، لذا لم أقم
بالنشر كثيرًا بسبب المزيد
الأشياء الملحة في حياتي يجب أن تأخذ
الأولوية لقد قلت في كثير من الأحيان أن الحياة عبارة عن
أفعوانية إلى حد ما وأن الأشياء
مؤقتة، هذه هي الأوقات الجيدة
والأوقات الصعبة، أحد الجوانب السلبية
لوسائل التواصل الاجتماعي هو رؤية الناس يتظاهرون بأنهم
يمتلكون كل شيء  معًا عندما تنهار
حياتهم خلف الكواليس
لسوء الحظ من خلال عدم مشاركة
صراعاتنا، فإن ذلك يرسل رسالة زائفة مفادها أن
حياتنا مجرد مغامرة مذهلة
تلو الأخرى يمكن أن يكون لها تأثير على
صحتنا العقلية عندما نقارن
حياتنا بتلك الميراج وأنا.  شخصيًا،
لا أريد أبدًا أن أضيف إلى هذا الوهم، فإن
إيماني سوف يساعدني في تجاوز هذا
الوقت العصيب لأنه حدث في حياتي بأكملها،
لذلك أعلم أنه يمكنني الشعور بالراحة في
ذلك، يرجى العلم أنه إذا كنت تمر بوقت
صعب الآن
أنت لست
وحدك، أريد حقًا الأفضل
لك، بارك الله
فيك"
Dad Wisdoms,Soul Searching: Understanding Your Why,12571,,00:01:13,oGIKKpPt_2c,https://www.youtube.com/watch?v=oGIKKpPt_2c,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء،
وحكمة اليوم تأتي من تجربة
مررت بها مؤخرًا عندما كنت أنا وزوجتي
بالخارج
للتسوق، كانت أم شابة تشرح
لابنتها الصغيرة سبب عدم شرائها
شيئًا كانت الفتاة الصغيرة مثابرة
وظلت تسأل  نفس السؤال عن
سبب استمرار المحادثة بصراحة إلى
الأبد بمجرد طرح
السؤال البسيط والمعقد حول سبب
كونه سؤالًا مهمًا عن الحياة
بالنسبة لنا جميعًا لنكتشفه في أقرب وقت
ممكن، يسألني الناس لماذا أفعل ماذا
أفعل ذلك، وسأشارككم
سبب كوني رجل مؤمن وأدرك
أن لدي وقتًا محدودًا على هذه
الأرض، لذلك على الرغم من أن الأمر قد يكون صعبًا في
بعض الأحيان، فأنا مدعو لأن أكون لطيفًا
ولطيفًا لكي أحب الرب.  وأن أحب
جاري كنفسي،
ومعرفة السبب كان بمثابة
أنور لروحي الذي ساعدني في
التغلب على أي عاصفة نشأت في
حياتي، لذا دعني أسألك ما هو
سببك، أتمنى لك يومًا عظيمًا والله
بارك الله فيك"
Dad Wisdoms,"The Power of Forgiveness: 
Transform Your Life Forever",15257,,00:01:12,yCBUA9QCGfs,https://www.youtube.com/watch?v=yCBUA9QCGfs,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من سورين
كارد ويقول إن الحياة لا يمكن
فهمها إلا بالخلف ولكن يجب أن
نعيشها
للأمام يمكننا أن نتعلم الكثير من
الماضي ولكننا لا نستطيع العيش
هناك إذا أمضيت أي وقت  على الإطلاق
معي على مدى السنوات القليلة الماضية، أنت تعرف
مدى أهمية التسامح
بالنسبة لصحتنا العقلية.
قال لويس SME إن التسامح هو إطلاق سراح
السجين فقط لنكتشف أن
السجين هو أنت، كما تعلم إذا سمحنا
لأنفسنا بالتفكير في الأمر
يبدو الأمر غريبًا بعض الشيء بصراحة، وحتى أنك تعرف إلى حد ما
سخيفًا كيف أننا غالبًا ما نسمح
للماضي الذي لا يمكننا فعل أي شيء
حياله بالتأثير كثيرًا على حاضرنا
ومستقبلنا والذي لدينا في الواقع على الأقل
القليل من السيطرة عليه  لدينا جميعًا
وقت محدود على هذه الأرض، فلا
تضيع وقتك في العيش في الماضي كما
قال ويل روجرز، لا تدع الأمس
يأخذ الكثير من اليوم، أتمنى لك
يومًا رائعًا وبارك الله
فيك"
Dad Wisdoms,The Journey to Greatness Begins with a Single Step: Start Now!,13574,,00:01:01,fdx_RH1GyoQ,https://www.youtube.com/watch?v=fdx_RH1GyoQ,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من أبراهام
لنكولن وهو يقول إن أفضل طريقة
للتنبؤ بمستقبلك هي أن تصنعه، لذا
أتمنى أن تكونوا قد بدأتم طريق
النجاح من خلال كتابة أهدافكم بدلاً من
الاستمرار في المسار لتحقيقها  كما
تعلم، إذا كنت تجلس
منتظرًا حدوث أشياء عظيمة، فهذا
ليس كذلك، لذا أريد أن أشجعك
بدلاً من ذلك على تحديد مسار لتحقيق
أشياء عظيمة، إليك بعض الاقتباسات الإضافية
لإبقائك متحفزًا يقول زيج زيجلر:
ليس من الضروري أن تكون عظيماً لتبدأ ولكن
عليك أن تبدأ لتكون عظيماً وهو
مشابه للمثل الصيني القديم
رحلة الألف ميل تبدأ بخطوة
واحدة وأخيراً إذا كنت محبطاً
وتعاني من الفشل تذكر
هذا الاقتباس من  هيلين هايز الخبيرة
في أي شيء كانت في يوم من الأيام مبتدئة مثلك تمامًا، أتمنى
لك يومًا سعيدًا
وبارك الله فيك"
Dad Wisdoms,The Invisible Battles #shorts,10279,,00:00:58,KdI19edDCV4,https://www.youtube.com/watch?v=KdI19edDCV4,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من جيسي أوينز
الذي فاز بأربع ميداليات ذهبية في دورة
الألعاب الأولمبية عام 1936، وهو يقول إن المعارك التي لها
أهمية ليست هي تلك التي تستحق الميداليات الذهبية،
الصراعات داخل نفسك،
المعارك غير المرئية داخلنا جميعًا،
هذا هو مكانها  يُعرف يوم الجمعة هذا
باسم يوم الإقلاع عن التدخين لأنه من
المقدر أن أكثر من نصف
الأشخاص الذين اتخذوا القرارات قد
تخلوا عنها بالفعل. لا أستطيع
التأكيد بما فيه الكفاية على أهمية
كتابة أهدافك بدلاً من النظر
إليها كل يوم كتذكير  إن ما تريد
تحقيقه كل يوم هو بداية جديدة، لذا
استمر في القتال، وكن لطيفًا مع
نفسك، فأنا فخور بك، والأهم من ذلك أن
نفسك المستقبلي فخور بك، أتمنى لك
يومًا رائعًا وبارك الله
فيك."
Dad Wisdoms,Focus on the Journey #shorts,7996,,00:00:48,StyD1EqIvHY,https://www.youtube.com/watch?v=StyD1EqIvHY,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من جريج أندرسون
وهو يقول ركز على الرحلة وليس على
الوجهة، فالفرح لا يوجد في
إنهاء النشاط ولكن في القيام به،
أود أن أقول أن هناك أيضًا متعة في الانتهاء
ولكني أفهم وجهة نظره.  كل ما يتعلق
بوجهة نظرك، من الجيد أيضًا أن تتذكر أن
تكون شاكرًا لأن لديك القدرة على
القيام بشيء ما لأن هناك الكثير
من الأشخاص لأسباب مختلفة
قد لا يكونون محظوظين مثلك، يمكنني أن
أعدك حتى أن المهمة الصعبة
ستصبح أقل صعوبة  مرهق عندما تتذكر
التركيز على الرحلة، أتمنى لك يومًا سعيدًا
وبارك الله
فيك"
Dad Wisdoms,Take a Breath #shorts,11299,,00:00:59,qmeIx8n1F0w,https://www.youtube.com/watch?v=qmeIx8n1F0w,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء،
وحكمة اليوم تأتي من دوللي بارتون
وهي تقول إنني أحرص على
تقدير كل الأشياء الصغيرة في
حياتي، أخرج وأشم الهواء بعد هطول
أمطار غزيرة، تساعدني هذه الأفعال الصغيرة على
تذكيري بوجود أشياء كثيرة  العديد من
القطع الرائعة الرائعة من الخير في
العالم، كما تعلمون، يمكن أن تكون الحياة صعبة وحتى
ساحقة في بعض الأحيان، لكنني وجدت أن
التراجع وأخذ نفس
يسمح لي بإبقاء الأمور في منظورها الصحيح،
دعونا لا ننشغل كثيرًا لدرجة أننا
ننسى أن نأخذها  بعض الوقت طوال
كل يوم، حتى لو كان قصيرًا،
لتقدير النعم الموجودة في كل مكان حولنا
[موسيقى]
قد تتفاجأ بالفرق الذي
سيحدثه ذلك في
حياتك. أتمنى لك يومًا رائعًا
وبارك الله فيك."
Dad Wisdoms,What are you thankful for? #shorts,10730,,00:00:52,64TYELLxqCs,https://www.youtube.com/watch?v=64TYELLxqCs,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من أغنية
لجواني ميتشل وهي تقول ""لا
يبدو الأمر دائمًا وكأنه يمضي، فأنت لا تعرف
ما لديك حتى
يختفي، فمن السهل جدًا التركيز على ما
نفعله""  إذا كان لدينا وننسى كل
النعم التي لدينا، وللأسف فإننا في
كثير من الأحيان لا نقدر ما لدينا
حتى نفقده،
سنحتفل بعيد الشكر غدًا،
لذلك اعتقدت أن حكمة اليوم ستكون بمثابة
تذكير جيد لحساب النعم التي لدينا
سأبدأ، فأنا ممتن للمنصة
التي أعطاني إياها الرب، كما أنني
ممتن لكم جميعًا وأتمنى أن تشعروا
بما تشعرون بالامتنان
له، وآمل أن يكون يومكم رائعًا
وبارك الله فيكم."
Dad Wisdoms,It's The Small Acts #shorts,11481,,00:00:46,BpPWkgqOrTY,https://www.youtube.com/watch?v=BpPWkgqOrTY,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من جي آر آر تولكين عبر
غاندالف من سيد الخواتم
ويقول إن البعض يعتقد أن القوة العظمى فقط هي
التي يمكنها كبح الشر ولكن هذا
ليس ما وجدته، لقد وجدت أنه
هو  أفعال يومية صغيرة يقوم بها
الأشخاص العاديون والتي تبقي الظلام بعيدًا،
أعمال صغيرة من اللطف والحب، لذا
بدلاً من الشعور بالإرهاق من
الظلام، دعونا نقرر أن نكون جزءًا من
الحل من خلال القيام بما في وسعنا في
الوقت الذي تم منحه لنا، أتمنى أن تكونوا جزءًا من الحل.  أتمنى لك
يومًا سعيدًا وبارك الله فيك"
Dad Wisdoms,Comparing Ourselves to Others is Not Wise #shorts,12838,,00:01:00,5XaIISxZlIo,https://www.youtube.com/watch?v=5XaIISxZlIo,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من ألبرت
أينشتاين وهو يقول إذا حكمت على السمكة
من خلال قدرتها على تسلق شجرة، فإنها
ستعيش حياتها كلها معتقدة أنها
غبية. أحد الأشياء التي يجب أن أتعلمها بالنسبة لي هو
أننا جميعًا مختلفون  الهدايا وغالبًا ما
نشعر بالإحباط بسبب المجالات
التي لا نكون فيها بالضرورة
ماهرين، أعلم أن هذا صحيح بالنسبة لي
وأعتقد أنه قد يكون صحيحًا أيضًا بالنسبة لك،
وهذا يذكرني أيضًا بقصة
البطة القبيحة التي تمت
مقارنتها بنفسها  إلى البط ولكن في
الواقع تبين أننا
بجعة جميلة بدلاً من مقارنة أنفسنا
بالآخرين والإحباط من المجالات
التي قد نواجهها، فلنأخذ بعض
الوقت اليوم ونكون شاكرين للمناطق
التي وهبناها، أتمنى لك يومًا سعيدًا
وبارك الله
فيك.  الاطفال انها الحكمة الاربعاء و"
Dad Wisdoms,Be Compassionate #shorts,14618,,00:00:47,wuIdl5fmAa8,https://www.youtube.com/watch?v=wuIdl5fmAa8,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم تأتي من مايا
أنجيلو وهي تقول لقد تعلمت أن
الناس سوف ينسون ما قلته،
وسوف ينسون الناس ما فعلته ولكن الناس
لن ينسوا أبدًا ما جعلتهم يشعرون به، وهو
أحد الأسباب التي تجعلني أفعل الحكمة
أيام الأربعاء  هو مساعدتك في أن تصبح
شخصًا متمكنًا، يمكنني أن أعلمك جميع أنواع
النصائح والحيل الصغيرة، ولكن عندما
تكتسب المعرفة، تذكر أن
تتعاطف مع الأشخاص الذين ربما لم
يكونوا محظوظين بما يكفي لمعرفة ما
تعرفه من أن الأشخاص الطيبين سيتذكرون كيف  لقد
جعلتهم يشعرون بيوم عظيم
وبارك الله فيك"
Dad Wisdoms,You Can’t Please Everyone #shorts,16053,,00:00:48,wB0a2dY7K6A,https://www.youtube.com/watch?v=wB0a2dY7K6A,https://www.youtube.com/playlist?list=PLrLt2hopxXhUkM6YIFzsR5-meb4adLWZf,"مرحبًا يا أطفال، إنها حكمة الأربعاء
وحكمة اليوم هي اقتباس مألوف
يأتي من جون ليدجيت وأعتقد أن هذه هي
الطريقة التي يتم نطقها بها على أي حال، فهو يقول
يمكنك إرضاء بعض الناس طوال
الوقت، يمكنك إرضاء جميع الناس
بعض الوقت ولكنك أنت  لا أستطيع إرضاء
جميع الناس طوال الوقت في
حياتي، وخاصة في السنوات القليلة الماضية، حيث كان علي أن أتعامل
مع نصيبي من
النقاد كما يمكنك أن تتخيل أن
محاولة إرضاء الجميع هي وصفة
لكارثة لأنك سوف
لا ينتهي بك الأمر إلى إرضاء أحد، وخاصة
نفسك، فهذا يذكرني باقتباس آخر
يقول لا تشعل النار في نفسك
لتدفئة الآخرين،
أتمنى لك يومًا رائعًا وبارك الله
فيك"
